episodes,mean timesteps,mean reward,median reward,min reward,max reward,mc action
53700,173.5,-0.52,-1.0,-1,1,0
53800,173.53,-0.42,-1.0,-1,1,0
53900,173.53,-0.46,-1.0,-1,1,0
54000,173.53,-0.42,-1.0,-1,1,0
54100,173.55,-0.42,-1.0,-1,1,0
54200,173.6,-0.64,-1.0,-1,1,0
54300,173.62,-0.66,-1.0,-1,1,0
54400,173.59,-0.42,-1.0,-1,1,0
54500,173.58,-0.42,-1.0,-1,1,0
54600,173.57,-0.4,-1.0,-1,1,0
54700,173.57,-0.58,-1.0,-1,1,0
54800,173.58,-0.58,-1.0,-1,1,0
54900,173.56,-0.4,-1.0,-1,1,0
55000,173.56,-0.5,-1.0,-1,1,0
55100,173.58,-0.4,-1.0,-1,1,0
55200,173.58,-0.6,-1.0,-1,1,0
55300,173.58,-0.48,-1.0,-1,1,0
55400,173.59,-0.54,-1.0,-1,1,0
55500,173.58,-0.36,-1.0,-1,1,0
55600,173.56,-0.4,-1.0,-1,1,0
55700,173.59,-0.58,-1.0,-1,1,0
55800,173.57,-0.22,-1.0,-1,1,0
55900,173.57,-0.44,-1.0,-1,1,0
56000,173.56,-0.44,-1.0,-1,1,0
56100,173.56,-0.4,-1.0,-1,1,0
56200,173.58,-0.38,-1.0,-1,1,0
56300,173.57,-0.44,-1.0,-1,1,0
56400,173.56,-0.6,-1.0,-1,1,0
56500,173.56,-0.52,-1.0,-1,1,0
56600,173.58,-0.58,-1.0,-1,1,0
56700,173.58,-0.48,-1.0,-1,1,0
56800,173.59,-0.66,-1.0,-1,1,0
56900,173.6,-0.28,-1.0,-1,1,0
57000,173.59,-0.26,-1.0,-1,1,0
57100,173.56,-0.32,-1.0,-1,1,0
57200,173.54,-0.48,-1.0,-1,1,0
57300,173.53,-0.38,-1.0,-1,1,0
57400,173.5,-0.58,-1.0,-1,1,0
